doc_id,item,category,amount,price,discount
2306245311,Laundry hamper (foldable),Storage and Organization,2,19.99,40
2306245311,"Vacuum storage bags (set of 4, large)",Storage and Organization,3,14.99,0
2306245311,Area rug (5x7),Home Decor,2,79.99,20
2306245311,"Wall clock (12-inch, silent)",Home Decor,2,29.99,30
2306245311,Dish soap (16 oz),Cleaning Supplies,1,2.99,20
2306245312,Laundry detergent (64 loads),Cleaning Supplies,3,12.99,0
2306245312,Duvet cover (queen-size),Bedding and Linens,3,39.99,30
2306245312,Dish soap (16 oz),Cleaning Supplies,2,2.99,30
2306245312,Shower curtain (polyester),Bedding and Linens,2,19.99,50
2306245312,Hand towels (4-pack),Bedding and Linens,5,14.99,30
2306245312,"Cutting board (bamboo, large)",Kitchen Essentials,1,24.99,10
2306245312,"Scented candles (3-pack, assorted scents)",Home Decor,4,14.99,10
2306245313,"Scented candles (3-pack, assorted scents)",Home Decor,4,14.99,10
2306245313,Stainless steel knife set (6 pieces),Kitchen Essentials,5,49.99,0
2306245313,"Oven mitts (silicone, set of 2)",Kitchen Essentials,3,12.99,20
2306245313,10-piece cookware set,Kitchen Essentials,3,89.99,20
2306245313,Laundry hamper (foldable),Storage and Organization,2,19.99,0
2306245313,"Shoe rack (10-tier, metal)",Storage and Organization,3,29.99,20
2306245313,Area rug (5x7),Home Decor,3,79.99,20
2306245314,Stainless steel knife set (6 pieces),Kitchen Essentials,2,49.99,30
2306245314,"Storage bins (set of 6, plastic)",Storage and Organization,2,24.99,10
2306245314,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,0
2306245314,Dish soap (16 oz),Cleaning Supplies,3,2.99,0
2306245315,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,30
2306245315,"Pillow (2-pack, medium-firm)",Bedding and Linens,3,24.99,0
2306245315,Artificial plant (medium-sized),Home Decor,4,34.99,30
2306245315,"Picture frames (set of 3, 8x10 inches)",Home Decor,3,19.99,0
2306245315,Under-bed storage containers (set of 2),Storage and Organization,4,24.99,30
2306245315,"Wall clock (12-inch, silent)",Home Decor,3,29.99,10
2306245315,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,5,9.99,20
2306245315,Laundry hamper (foldable),Storage and Organization,5,19.99,30
2306245315,Dish soap (16 oz),Cleaning Supplies,5,2.99,10
2306245316,Dish soap (16 oz),Cleaning Supplies,1,2.99,30
2306245316,"Oven mitts (silicone, set of 2)",Kitchen Essentials,1,12.99,0
2306245317,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,10
2306245317,10-piece cookware set,Kitchen Essentials,2,89.99,0
2306245317,Shower curtain (polyester),Bedding and Linens,3,19.99,0
2306245317,Stainless steel knife set (6 pieces),Kitchen Essentials,4,49.99,10
2306245318,Hand towels (4-pack),Bedding and Linens,4,14.99,30
2306245318,"Picture frames (set of 3, 8x10 inches)",Home Decor,4,19.99,50
2306245318,"Wall clock (12-inch, silent)",Home Decor,5,29.99,10
2306245318,Area rug (5x7),Home Decor,1,79.99,10
2306245318,10-piece cookware set,Kitchen Essentials,5,89.99,0
2306245318,"Scented candles (3-pack, assorted scents)",Home Decor,1,14.99,20
2306245318,All-purpose cleaner (32 oz),Cleaning Supplies,4,4.99,0
2306245318,"Shoe rack (10-tier, metal)",Storage and Organization,4,29.99,0
2306245318,Mop and bucket set,Cleaning Supplies,3,24.99,0
2306245319,Throw pillows (set of 2),Home Decor,3,24.99,0
2306245319,Laundry detergent (64 loads),Cleaning Supplies,5,12.99,0
2306245319,10-piece cookware set,Kitchen Essentials,4,89.99,0
2306245319,"Storage bins (set of 6, plastic)",Storage and Organization,4,24.99,50
2306245319,"Cutting board (bamboo, large)",Kitchen Essentials,1,24.99,0
2306245319,Area rug (5x7),Home Decor,4,79.99,0
2306245320,Stainless steel knife set (6 pieces),Kitchen Essentials,3,49.99,0
2306245320,Bath towel set (6 pieces),Bedding and Linens,2,29.99,0
2306245320,"Wall clock (12-inch, silent)",Home Decor,4,29.99,10
2306245321,"Oven mitts (silicone, set of 2)",Kitchen Essentials,4,12.99,40
2306245321,Duvet cover (queen-size),Bedding and Linens,4,39.99,50
2306245321,Laundry detergent (64 loads),Cleaning Supplies,2,12.99,20
2306245321,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,5,9.99,0
2306245321,"Scented candles (3-pack, assorted scents)",Home Decor,1,14.99,40
2306245321,Bath towel set (6 pieces),Bedding and Linens,2,29.99,40
2306245321,Dish soap (16 oz),Cleaning Supplies,5,2.99,0
2306245321,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,20
2306245322,Throw pillows (set of 2),Home Decor,5,24.99,0
2306245322,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,10
2306245322,Laundry hamper (foldable),Storage and Organization,1,19.99,10
2306245322,"Oven mitts (silicone, set of 2)",Kitchen Essentials,4,12.99,10
2306245322,Artificial plant (medium-sized),Home Decor,1,34.99,10
2306245322,"Storage bins (set of 6, plastic)",Storage and Organization,5,24.99,0
2306245322,Bath towel set (6 pieces),Bedding and Linens,2,29.99,10
2306245323,"Wall clock (12-inch, silent)",Home Decor,4,29.99,0
2306245323,Electric kettle (1.7L),Kitchen Essentials,1,34.99,0
2306245323,Dish soap (16 oz),Cleaning Supplies,1,2.99,10
2306245323,"Pillow (2-pack, medium-firm)",Bedding and Linens,4,24.99,40
2306245323,Artificial plant (medium-sized),Home Decor,5,34.99,50
2306245323,Bath towel set (6 pieces),Bedding and Linens,1,29.99,0
2306245323,Laundry hamper (foldable),Storage and Organization,1,19.99,50
2306245323,Laundry detergent (64 loads),Cleaning Supplies,1,12.99,0
2306245323,10-piece cookware set,Kitchen Essentials,3,89.99,50
2306245324,"Pillow (2-pack, medium-firm)",Bedding and Linens,3,24.99,0
2306245324,"Shoe rack (10-tier, metal)",Storage and Organization,2,29.99,20
2306245324,Throw pillows (set of 2),Home Decor,2,24.99,20
2306245325,10-piece cookware set,Kitchen Essentials,5,89.99,0
2306245326,"Cutting board (bamboo, large)",Kitchen Essentials,2,24.99,40
2306245326,"Scented candles (3-pack, assorted scents)",Home Decor,2,14.99,0
2306245326,Dish soap (16 oz),Cleaning Supplies,3,2.99,50
2306245326,"Storage bins (set of 6, plastic)",Storage and Organization,3,24.99,0
2306245326,Throw pillows (set of 2),Home Decor,3,24.99,0
2306245326,"Shoe rack (10-tier, metal)",Storage and Organization,1,29.99,50
2306245326,Laundry detergent (64 loads),Cleaning Supplies,2,12.99,0
2306245326,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,0
2306245327,Throw pillows (set of 2),Home Decor,1,24.99,50
