doc_id,item,category,amount,price,discount
2306242319,"Pillow (2-pack, medium-firm)",Bedding and Linens,3,24.99,0
2306242319,Area rug (5x7),Home Decor,1,79.99,0
2306242319,Laundry hamper (foldable),Storage and Organization,3,19.99,0
2306242320,"Scented candles (3-pack, assorted scents)",Home Decor,5,14.99,0
2306242320,Hand towels (4-pack),Bedding and Linens,1,14.99,20
2306242320,"Pillow (2-pack, medium-firm)",Bedding and Linens,4,24.99,0
2306242320,"Vacuum storage bags (set of 4, large)",Storage and Organization,1,14.99,20
2306242320,Under-bed storage containers (set of 2),Storage and Organization,1,24.99,0
2306242320,Shower curtain (polyester),Bedding and Linens,5,19.99,10
2306242321,Electric kettle (1.7L),Kitchen Essentials,3,34.99,40
2306242321,"Oven mitts (silicone, set of 2)",Kitchen Essentials,3,12.99,10
2306242321,Throw pillows (set of 2),Home Decor,5,24.99,0
2306242321,Duvet cover (queen-size),Bedding and Linens,1,39.99,0
2306242321,Area rug (5x7),Home Decor,3,79.99,30
2306242321,Bath towel set (6 pieces),Bedding and Linens,3,29.99,10
2306242321,Shower curtain (polyester),Bedding and Linens,4,19.99,0
2306242322,Electric kettle (1.7L),Kitchen Essentials,2,34.99,0
2306242322,"Pillow (2-pack, medium-firm)",Bedding and Linens,3,24.99,0
2306242322,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,0
2306242322,Dish soap (16 oz),Cleaning Supplies,5,2.99,10
2306242322,Bath towel set (6 pieces),Bedding and Linens,1,29.99,10
2306242322,Shower curtain (polyester),Bedding and Linens,1,19.99,30
2306242323,Stainless steel knife set (6 pieces),Kitchen Essentials,1,49.99,40
2306242323,Vacuum cleaner (bagless),Cleaning Supplies,4,99.99,50
2306242323,Bath towel set (6 pieces),Bedding and Linens,1,29.99,0
2306242324,Shower curtain (polyester),Bedding and Linens,5,19.99,40
2306242324,All-purpose cleaner (32 oz),Cleaning Supplies,1,4.99,0
2306242324,Under-bed storage containers (set of 2),Storage and Organization,3,24.99,0
2306242324,"Closet organizer (hanging, 6 shelves)",Storage and Organization,5,39.99,10
2306242324,Mop and bucket set,Cleaning Supplies,1,24.99,10
2306242324,"Shoe rack (10-tier, metal)",Storage and Organization,3,29.99,0
2306242325,All-purpose cleaner (32 oz),Cleaning Supplies,2,4.99,10
2306242326,Throw pillows (set of 2),Home Decor,1,24.99,0
2306242326,Kitchen scale (digital),Kitchen Essentials,2,19.99,20
2306242326,Artificial plant (medium-sized),Home Decor,3,34.99,30
2306242327,"Shoe rack (10-tier, metal)",Storage and Organization,3,29.99,50
2306242327,Electric kettle (1.7L),Kitchen Essentials,1,34.99,0
2306242327,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,4,9.99,0
2306242327,Laundry detergent (64 loads),Cleaning Supplies,5,12.99,50
2306242328,Shower curtain (polyester),Bedding and Linens,2,19.99,10
2306242328,Queen-size bedsheet set (4 pieces),Bedding and Linens,5,49.99,30
2306242328,Vacuum cleaner (bagless),Cleaning Supplies,4,99.99,30
2306242328,"Picture frames (set of 3, 8x10 inches)",Home Decor,4,19.99,0
2306242328,"Vacuum storage bags (set of 4, large)",Storage and Organization,3,14.99,50
2306242329,"Wall clock (12-inch, silent)",Home Decor,1,29.99,0
2306242329,All-purpose cleaner (32 oz),Cleaning Supplies,5,4.99,0
2306242329,"Storage bins (set of 6, plastic)",Storage and Organization,5,24.99,30
2306242329,Vacuum cleaner (bagless),Cleaning Supplies,4,99.99,0
2306242329,Throw pillows (set of 2),Home Decor,1,24.99,0
2306242330,10-piece cookware set,Kitchen Essentials,4,89.99,40
2306242330,Under-bed storage containers (set of 2),Storage and Organization,3,24.99,0
2306242330,Dish soap (16 oz),Cleaning Supplies,3,2.99,0
2306242330,"Pillow (2-pack, medium-firm)",Bedding and Linens,2,24.99,0
2306242330,Electric kettle (1.7L),Kitchen Essentials,2,34.99,40
2306242330,Duvet cover (queen-size),Bedding and Linens,4,39.99,0
2306242330,Stainless steel knife set (6 pieces),Kitchen Essentials,2,49.99,30
2306242330,Bath towel set (6 pieces),Bedding and Linens,2,29.99,30
